title,epicurious_url,found_exact,match_type,n_candidates_seen,pages_visited,stopped_reason
Chicken with Balsamic Vinegar ,https://www.epicurious.com/recipes/food/views/chicken-with-balsamic-vinegar-2843,True,exact_title,11,0,found_on_page_1_exact_title
Garlic and Saffron Soup ,https://www.epicurious.com/recipes/food/views/garlic-and-saffron-soup-1450,True,exact_title,12,0,found_on_page_1_exact_title
Maple Baked Beans ,https://www.epicurious.com/recipes/food/views/maple-baked-beans-350993,True,exact_title,12,0,found_on_page_1_exact_title
Red-Wine Pot Roast with Porcini ,https://www.epicurious.com/recipes/food/views/red-wine-pot-roast-with-porcini-233926,True,exact_title,12,0,found_on_page_1_exact_title
Epi's 50-Ingredient Super Bowl Nachos ,https://www.epicurious.com/recipes/food/views/epis-50-ingredient-super-bowl-nachos,True,exact_title,7,0,found_on_page_1_exact_title
Lemon-Tarragon Chicken Salad Sandwiches ,https://www.epicurious.com/recipes/food/views/lemon-tarragon-chicken-salad-sandwiches-105366,True,exact_title,11,0,found_on_page_1_exact_title
"Orange, Jícama, Radish, and Pork Rind Salad ",https://www.epicurious.com/recipes/food/views/orange-jicama-radish-and-pork-rind-salad-232480,True,exact_title,72,5,found_on_page_6_exact_title
Love ,https://www.epicurious.com/recipes/food/views/love-200153,True,exact_title,8,0,found_on_page_1_exact_title
Sunset Sorbet Sundaes ,https://www.epicurious.com/recipes/food/views/sunset-sorbet-sundaes-2381,True,exact_title,12,0,found_on_page_1_exact_title
Porcini Mushroom Sauce ,https://www.epicurious.com/recipes/food/views/porcini-mushroom-sauce-102883,True,exact_title,12,0,found_on_page_1_exact_title
Chicken with Tarragon Vinegar Sauce ,https://www.epicurious.com/recipes/food/views/chicken-with-tarragon-vinegar-sauce-105081,True,exact_title,12,0,found_on_page_1_exact_title
Risotto Primavera ,https://www.epicurious.com/recipes/food/views/primavera-risotto-nests-with-fried-eggs-357390,True,all_words_in_slug,11,0,found_on_page_1_all_words_in_slug
Green Bean and Cherry Tomato Salad with Herb Dressing ,https://www.epicurious.com/recipes/food/views/green-bean-and-cherry-tomato-salad-with-herb-dressing-106462,True,exact_title,12,0,found_on_page_1_exact_title
Spicy Oven-Roasted Potatoes ,https://www.epicurious.com/recipes/food/views/spicy-oven-roasted-potatoes-51149220,True,exact_title,12,0,found_on_page_1_exact_title
Lemon Cream Cheese Frosting ,https://www.epicurious.com/recipes/food/views/lemon-cream-cheese-frosting-105378,True,exact_title,12,0,found_on_page_1_exact_title
Escarole with Italian Sausage and White Beans ,https://www.epicurious.com/recipes/food/views/escarole-with-italian-sausage-and-white-beans-15600,True,exact_title,12,0,found_on_page_1_exact_title
Blueberry-Lemon Cake with Lemon Cream Cheese Frosting ,https://www.epicurious.com/recipes/food/views/blueberry-lemon-cake-with-lemon-cream-cheese-frosting-105375,True,exact_title,12,0,found_on_page_1_exact_title
New Orleans-Style Red Beans and Rice with Sausage Fulcher ,https://www.epicurious.com/recipes/food/views/new-orleans-style-red-beans-and-rice-with-sausage-fulcher-11359,True,exact_title,12,0,found_on_page_1_exact_title
Tortillas in Black-Bean Purée ,https://www.epicurious.com/recipes/food/views/tortillas-in-black-bean-puree-235024,True,exact_title,12,0,found_on_page_1_exact_title
Braised Lamb Shanks With Fish Sauce ,https://www.epicurious.com/recipes/food/views/braised-lamb-shanks-with-fish-sauce,True,exact_title,12,0,found_on_page_1_exact_title
Slow Roasted Lamb Shanks with Braised Lentils ,https://www.epicurious.com/recipes/food/views/slow-roasted-lamb-shanks-with-braised-lentils-105551,True,exact_title,12,0,found_on_page_1_exact_title
"Strawberry-Rhubarb ""Courting"" Cake ",https://www.epicurious.com/recipes/food/views/strawberry-rhubarb-courting-cake-1827,True,exact_title,12,0,found_on_page_1_exact_title
Golden Beet Carpaccio ,https://www.epicurious.com/recipes/food/views/golden-beet-carpaccio-237883,True,exact_title,12,0,found_on_page_1_exact_title
"Butter Lettuce, Persimmon, Feta, and Hazelnut Salad ",https://www.epicurious.com/recipes/food/views/butter-lettuce-persimmon-feta-and-hazelnut-salad-231077,True,exact_title,12,0,found_on_page_1_exact_title
Bachelor's Bait ,https://www.epicurious.com/recipes/food/views/bachelors-bait-200470,True,exact_title,2,0,found_on_page_1_exact_title
Loin of Veal with Shiitake Stuffing ,https://www.epicurious.com/recipes/food/views/loin-of-veal-with-shiitake-stuffing-13573,True,exact_title,12,0,found_on_page_1_exact_title
Baked Yams with Cinnamon-Chili Butter ,https://www.epicurious.com/recipes/food/views/baked-yams-with-cinnamon-chili-butter-107498,True,exact_title,12,0,found_on_page_1_exact_title
"Pink Grapefruit, Strawberry, and Champagne Granita with Sugared Strawberries ",https://www.epicurious.com/recipes/food/views/pink-grapefruit-strawberry-and-champagne-granita-with-sugared-strawberries-109409,True,exact_title,12,0,found_on_page_1_exact_title
Pear-Caramel Ice Cream Sundaes ,https://www.epicurious.com/recipes/food/views/pear-caramel-ice-cream-sundaes-566,True,exact_title,11,0,found_on_page_1_exact_title
Sauteed Halibut with Lemon-Vegetable Relish ,https://www.epicurious.com/recipes/food/views/sauteed-halibut-with-lemon-vegetable-relish-104487,True,exact_title,12,0,found_on_page_1_exact_title
Smoked Duck Toasts with Gingered Rhubarb ,https://www.epicurious.com/recipes/food/views/smoked-duck-toasts-with-gingered-rhubarb-106509,True,exact_title,12,0,found_on_page_1_exact_title
Cheesy Zucchini and Red Onion Flatbread ,https://www.epicurious.com/recipes/food/views/cheesy-zucchini-and-red-onion-flatbread-235578,True,exact_title,12,0,found_on_page_1_exact_title
"Goat Cheese Marinated in Rosemary, Fennel, and Hot Red Pepper ",https://www.epicurious.com/recipes/food/views/goat-cheese-marinated-in-rosemary-fennel-and-hot-red-pepper-13537,True,exact_title,12,0,found_on_page_1_exact_title
Cold Sesame Egg Noodles ,https://www.epicurious.com/recipes/food/views/cold-sesame-egg-noodles-354710,True,exact_title,12,0,found_on_page_1_exact_title
Semolina Cake With Oranges ,https://www.epicurious.com/recipes/food/views/semolina-cake-with-oranges,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Turkey with Cranberry Gravy ,https://www.epicurious.com/recipes/food/views/grilled-turkey-with-cranberry-gravy-10784,True,exact_title,12,0,found_on_page_1_exact_title
Chicken and Fennel Pie with Bacon-Biscuit Crust ,https://www.epicurious.com/recipes/food/views/chicken-and-fennel-pie-with-bacon-biscuit-crust-15721,True,exact_title,10,0,found_on_page_1_exact_title
Arugula and Goat Cheese Ravioli ,https://www.epicurious.com/recipes/food/views/arugula-and-goat-cheese-ravioli-237194,True,exact_title,12,0,found_on_page_1_exact_title
"Calzones with Cheese, Sausage and Roasted Red Pepper ",https://www.epicurious.com/recipes/food/views/calzones-with-cheese-sausage-and-roasted-red-pepper-100967,True,exact_title,12,0,found_on_page_1_exact_title
Caponatina Toasts ,https://www.epicurious.com/recipes/food/views/caponatina-toasts-109631,True,exact_title,12,0,found_on_page_1_exact_title
Goat Cheese Chocolate Truffles ,https://www.epicurious.com/recipes/food/views/goat-cheese-chocolate-truffles-13169,True,exact_title,12,0,found_on_page_1_exact_title
Horseradish Sauce ,https://www.epicurious.com/recipes/food/views/horseradish-sauce-106014,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate Sabayon ,https://www.epicurious.com/recipes/food/views/chocolate-sabayon-5346,True,exact_title,12,0,found_on_page_1_exact_title
Open-Face Lamb Burgers with Mint Yogurt Sauce ,https://www.epicurious.com/recipes/food/views/open-face-lamb-burgers-with-mint-yogurt-sauce-108342,True,exact_title,12,0,found_on_page_1_exact_title
Pork Chops with Apple Balsamic Sauce and Blue Cheese Tomato Gratin ,https://www.epicurious.com/recipes/food/views/pork-chops-with-apple-balsamic-sauce-and-blue-cheese-tomato-gratin-107205,True,exact_title,12,0,found_on_page_1_exact_title
Coconut Cream Pie with Macaroon Press-In Crust ,https://www.epicurious.com/recipes/food/views/coconut-cream-pie-with-macaroon-press-in-crust-56389556,True,exact_title,12,0,found_on_page_1_exact_title
Caramelized Apple and Pear Pie ,https://www.epicurious.com/recipes/food/views/caramelized-apple-and-pear-pie-102543,True,exact_title,35,2,found_on_page_3_exact_title
Marinated Vegetables with Mustard Dill Dressing ,https://www.epicurious.com/recipes/food/views/marinated-vegetables-with-mustard-dill-dressing-10822,True,exact_title,11,0,found_on_page_1_exact_title
Toasted Blue Cheese and Caramelized Onion Sandwiches ,https://www.epicurious.com/recipes/food/views/toasted-blue-cheese-and-caramelized-onion-sandwiches-107686,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Steak with Parsley-Parmesan Salad ,https://www.epicurious.com/recipes/food/views/grilled-steak-with-parsley-parmesan-salad-51234660,True,exact_title,12,0,found_on_page_1_exact_title
Roasted Potatoes with Sour Cream and Bacon ,https://www.epicurious.com/recipes/food/views/roasted-potatoes-with-sour-cream-and-bacon-238687,True,exact_title,12,0,found_on_page_1_exact_title
"White Bean, Sun-dried Tomato, and Feta Bites ",https://www.epicurious.com/recipes/food/views/white-bean-sun-dried-tomato-and-feta-bites-350622,True,exact_title,12,0,found_on_page_1_exact_title
Pot Roast with Caramelized Onions and Roasted Carrots ,https://www.epicurious.com/recipes/food/views/pot-roast-with-caramelized-onions-and-roasted-carrots-236745,True,exact_title,11,0,found_on_page_1_exact_title
Potato Chowder ,https://www.epicurious.com/recipes/food/views/potato-chowder-20102,True,exact_title,12,0,found_on_page_1_exact_title
Scallop and Vegetable Stir-Fry ,https://www.epicurious.com/recipes/food/views/scallop-and-vegetable-stir-fry-2564,True,exact_title,12,0,found_on_page_1_exact_title
"Roasted Chicken, Bell Pepper and Onion Salad ",https://www.epicurious.com/recipes/food/views/roasted-chicken-bell-pepper-and-onion-salad-2091,True,exact_title,12,0,found_on_page_1_exact_title
Pork Scaloppine with Herbed Noodles ,https://www.epicurious.com/recipes/food/views/pork-scaloppine-with-herbed-noodles-105025,True,exact_title,12,0,found_on_page_1_exact_title
Kale with Garlic and Bacon ,https://www.epicurious.com/recipes/food/views/kale-with-garlic-and-bacon-11142,True,exact_title,12,0,found_on_page_1_exact_title
Jalapeño-Cilantro Salsa ,https://www.epicurious.com/recipes/food/views/jalapeno-cilantro-salsa-4496,True,exact_title,11,0,found_on_page_1_exact_title
Pesto Goat Cheese Spread ,https://www.epicurious.com/recipes/food/views/pesto-goat-cheese-spread-106998,True,exact_title,12,0,found_on_page_1_exact_title
Custard Sauce ,https://www.epicurious.com/recipes/food/views/custard-sauce-103213,True,exact_title,12,0,found_on_page_1_exact_title
Fennel-Saffron Compote ,https://www.epicurious.com/recipes/food/views/fennel-saffron-compote-4618,True,exact_title,12,0,found_on_page_1_exact_title
Honey-Ginger Barbecue Sauce ,https://www.epicurious.com/recipes/food/views/honey-ginger-barbecue-sauce-51108020,True,exact_title,12,0,found_on_page_1_exact_title
Brown Chicken Stock ,https://www.epicurious.com/recipes/food/views/brown-chicken-stock-367131,True,exact_title,12,0,found_on_page_1_exact_title
Baked Spiced Butternut Squash with Apples and Maple Syrup ,https://www.epicurious.com/recipes/food/views/baked-spiced-butternut-squash-with-apples-and-maple-syrup-15643,True,exact_title,12,0,found_on_page_1_exact_title
Rosemary-Roasted Turkey with Gravy ,https://www.epicurious.com/recipes/food/views/rosemary-roasted-turkey-with-gravy-236464,True,exact_title,12,0,found_on_page_1_exact_title
No-Bake Chocolate Biscuit Cake with Dried Cherries ,https://www.epicurious.com/recipes/food/views/no-bake-chocolate-biscuit-cake-with-dried-cherries-5650,True,exact_title,12,0,found_on_page_1_exact_title
Garden Greens and Goat Cheese Pasta ,https://www.epicurious.com/recipes/food/views/garden-greens-and-goat-cheese-pasta-51207410,True,exact_title,12,0,found_on_page_1_exact_title
Shrimp with Snow Peas ,https://www.epicurious.com/recipes/food/views/shrimp-with-snow-peas-2043,True,exact_title,12,0,found_on_page_1_exact_title
Classic Sour Cherry Pie with Lattice Crust ,https://www.epicurious.com/recipes/food/views/classic-sour-cherry-pie-with-lattice-crust-242514,True,all_words_in_slug,12,0,found_on_page_1_all_words_in_slug
Seafood Canapes with Lemon-Chive Butter ,https://www.epicurious.com/recipes/food/views/seafood-canapes-with-lemon-chive-butter-11732,True,exact_title,12,0,found_on_page_1_exact_title
Squash and Sweet-Potato Soup with Chipotle Sauce ,https://www.epicurious.com/recipes/food/views/squash-and-sweet-potato-soup-with-chipotle-sauce-102561,True,exact_title,12,0,found_on_page_1_exact_title
Sea Salt-Roasted Pecans ,,False,,252,21,no_new_candidates_stopped_pagination
Chocolate-Caramel Tartlets with Roasted Bananas and Ginger-Citrus Caramel ,https://www.epicurious.com/recipes/food/views/chocolate-caramel-tartlets-with-roasted-bananas-and-ginger-citrus-caramel-108534,True,exact_title,12,0,found_on_page_1_exact_title
Plum Almond Tartlets ,https://www.epicurious.com/recipes/food/views/plum-almond-tartlets-239282,True,exact_title,12,0,found_on_page_1_exact_title
Green Juice with Baobab Powder ,https://www.epicurious.com/recipes/food/views/green-juice-with-baobab-powder-56389536,True,exact_title,12,0,found_on_page_1_exact_title
Buckwheat Crêpe Noodles with Chive Butter ,https://www.epicurious.com/recipes/food/views/buckwheat-crepe-noodles-with-chive-butter-108891,True,exact_title,12,0,found_on_page_1_exact_title
Philadelphia Fish House Punch ,https://www.epicurious.com/recipes/food/views/philadelphia-fish-house-punch-51117230,True,exact_title,11,0,found_on_page_1_exact_title
Spinach Linguine with Goat Cheese ,https://www.epicurious.com/recipes/food/views/spinach-linguine-with-goat-cheese-1135,True,exact_title,12,0,found_on_page_1_exact_title
Cognac-Glazed Dried Apricots with Cinnamon-Spiced Yogurt ,https://www.epicurious.com/recipes/food/views/cognac-glazed-dried-apricots-with-cinnamon-spiced-yogurt-238271,True,exact_title,12,0,found_on_page_1_exact_title
Baby Squash Sauté Szwarc ,https://www.epicurious.com/recipes/food/views/baby-squash-saute-szwarc-15275,True,exact_title,12,0,found_on_page_1_exact_title
Aunt Tom's Italian Cream Cake ,https://www.epicurious.com/recipes/food/views/aunt-toms-italian-cream-cake-11985,True,exact_title,12,0,found_on_page_1_exact_title
Jalapeño-Goat-Cheese Hush Puppies ,https://www.epicurious.com/recipes/food/views/jalapeno-goat-cheese-hush-puppies-360769,True,exact_title,12,0,found_on_page_1_exact_title
Strawberry Italian Ice ,https://www.epicurious.com/recipes/food/views/strawberry-italian-ice-11789,True,exact_title,12,0,found_on_page_1_exact_title
Bacon Cheddar Quick Bread with Dried Pears ,https://www.epicurious.com/recipes/food/views/bacon-cheddar-quick-bread-with-dried-pears-350100,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate Almond Sherry Cake with Caramelized Pears ,https://www.epicurious.com/recipes/food/views/chocolate-almond-sherry-cake-with-caramelized-pears-11307,True,exact_title,12,0,found_on_page_1_exact_title
Roast Fresh Ham ,https://www.epicurious.com/recipes/food/views/roast-fresh-ham-20032,True,exact_title,70,5,found_on_page_6_exact_title
Sausage and Egg Casserole with Sun-Dried Tomatoes and Mozzarella ,https://www.epicurious.com/recipes/food/views/sausage-and-egg-casserole-with-sun-dried-tomatoes-and-mozzarella-106411,True,exact_title,12,0,found_on_page_1_exact_title
Nectarine-Raspberry Crisp with Spiced-Oatmeal Crumb Topping ,https://www.epicurious.com/recipes/food/views/nectarine-raspberry-crisp-with-spiced-oatmeal-crumb-topping-242724,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate Pecan Dollars ,https://www.epicurious.com/recipes/food/views/chocolate-pecan-dollars-15425,True,exact_title,24,1,found_on_page_2_exact_title
Croissant Steak Sandwiches with Caramelized Onions and Horseradish Mayonnaise ,https://www.epicurious.com/recipes/food/views/croissant-steak-sandwiches-with-caramelized-onions-and-horseradish-mayonnaise-109257,True,exact_title,12,0,found_on_page_1_exact_title
Garlic-Herb Mashed Potatoes ,https://www.epicurious.com/recipes/food/views/garlic-herb-mashed-potatoes-10821,True,exact_title,12,0,found_on_page_1_exact_title
All-Butter Pastry Dough ,https://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-354953,True,exact_title,12,0,found_on_page_1_exact_title
Potato and Porcini Gratin ,https://www.epicurious.com/recipes/food/views/potato-and-porcini-gratin-11026,True,exact_title,12,0,found_on_page_1_exact_title
Sweet Potato Gnocchi with Fried Sage and Shaved Chestnuts ,https://www.epicurious.com/recipes/food/views/sweet-potato-gnocchi-with-fried-sage-and-shaved-chestnuts-355415,True,exact_title,12,0,found_on_page_1_exact_title
Roasted Poblano-Cream Soup ,https://www.epicurious.com/recipes/food/views/roasted-poblano-cream-soup-104696,True,exact_title,12,0,found_on_page_1_exact_title
"Toasted Orzo with Peas, Onion and Bacon ",https://www.epicurious.com/recipes/food/views/toasted-orzo-with-peas-onion-and-bacon-103140,True,exact_title,12,0,found_on_page_1_exact_title
"Tunisian Bell Pepper, Tomato, Tuna and Egg Salad ",https://www.epicurious.com/recipes/food/views/tunisian-bell-pepper-tomato-tuna-and-egg-salad-329,True,exact_title,12,0,found_on_page_1_exact_title
"Veal Shanks, Artichoke Hearts, and Chick-Peas with Preserved Lemon ",https://www.epicurious.com/recipes/food/views/veal-shanks-artichoke-hearts-and-chick-peas-with-preserved-lemon-11392,True,exact_title,12,0,found_on_page_1_exact_title
Celery and Parsnip Soup with Green Onion-Dill Matzo Balls ,https://www.epicurious.com/recipes/food/views/celery-and-parsnip-soup-with-green-onion-dill-matzo-balls-103226,True,exact_title,12,0,found_on_page_1_exact_title
Spicy Soba Noodles with Shiitakes and Cabbage ,https://www.epicurious.com/recipes/food/views/spicy-soba-noodles-with-shiitakes-and-cabbage-239266,True,exact_title,12,0,found_on_page_1_exact_title
Hungarian Chocolate Mousse Cake Bars ,https://www.epicurious.com/recipes/food/views/hungarian-chocolate-mousse-cake-bars-103080,True,exact_title,12,0,found_on_page_1_exact_title
Linguine with White Clam Sauce ,https://www.epicurious.com/recipes/food/views/linguine-with-white-clam-sauce-529,True,exact_title,12,0,found_on_page_1_exact_title
"Herb-Basted Chicken with Pearl Barley, Bacon, and Root Vegetable Pilaf ",https://www.epicurious.com/recipes/food/views/herb-basted-chicken-with-pearl-barley-bacon-and-root-vegetable-pilaf-233712,True,exact_title,12,0,found_on_page_1_exact_title
Ham Braised with Maple Raisin Sauce ,https://www.epicurious.com/recipes/food/views/ham-braised-with-maple-raisin-sauce-105594,True,exact_title,12,0,found_on_page_1_exact_title
Dirty Rice Stuffing ,https://www.epicurious.com/recipes/food/views/dirty-rice-stuffing-15383,True,exact_title,12,0,found_on_page_1_exact_title
Concord Grape Sorbet With Rosemary And Black Pepper ,,False,,93,8,no_new_candidates_stopped_pagination
Crimson Royale ,https://www.epicurious.com/recipes/food/views/crimson-royale-200525,True,exact_title,12,0,found_on_page_1_exact_title
Roast Duck Breast with Balsamic and Apricot Sauce ,https://www.epicurious.com/recipes/food/views/roast-duck-breast-with-balsamic-and-apricot-sauce-14499,True,exact_title,12,0,found_on_page_1_exact_title
Black-Eyed Pea and Pumpkin Salad ,https://www.epicurious.com/recipes/food/views/black-eyed-pea-and-pumpkin-salad-234794,True,exact_title,12,0,found_on_page_1_exact_title
"Arugula and Mint Salad with Oil-Cured Black Olives, Oranges, and Ricotta Salata ",https://www.epicurious.com/recipes/food/views/arugula-and-mint-salad-with-oil-cured-black-olives-oranges-and-ricotta-salata-236186,True,exact_title,12,0,found_on_page_1_exact_title
Crab Cakes with Tomato Cream Sauce ,https://www.epicurious.com/recipes/food/views/crab-cakes-with-tomato-cream-sauce-106149,True,exact_title,12,0,found_on_page_1_exact_title
Sweet Potato Pudding with Pecan and Gingersnap Topping ,https://www.epicurious.com/recipes/food/views/sweet-potato-pudding-with-pecan-and-gingersnap-topping-361832,True,exact_title,12,0,found_on_page_1_exact_title
"Watercress, Celery, and Red Onion Salad ",https://www.epicurious.com/recipes/food/views/watercress-celery-and-red-onion-salad-13045,True,exact_title,12,0,found_on_page_1_exact_title
"Baked Halibut with Paprika,olives and Mushrooms ",https://www.epicurious.com/recipes/food/views/baked-halibut-with-paprika-olives-and-mushrooms-2104,True,exact_title,12,0,found_on_page_1_exact_title
"Steamed Snapper with Ginger, Lime, and Cilantro ",https://www.epicurious.com/recipes/food/views/steamed-snapper-with-ginger-lime-and-cilantro-231729,True,exact_title,12,0,found_on_page_1_exact_title
Onion and Bacon Tart ,https://www.epicurious.com/recipes/food/views/onion-and-bacon-tart-107185,True,exact_title,12,0,found_on_page_1_exact_title
Red-Wine-Braised Duck Legs with Roasted Pears and Onions ,https://www.epicurious.com/recipes/food/views/red-wine-braised-duck-legs-with-roasted-pears-and-onions-10898,True,exact_title,12,0,found_on_page_1_exact_title
Chicken with Cranberry-Mustard Sauce ,https://www.epicurious.com/recipes/food/views/chicken-with-cranberry-mustard-sauce-107150,True,exact_title,12,0,found_on_page_1_exact_title
Asparagus and Prosciutto Bundles ,https://www.epicurious.com/recipes/food/views/asparagus-and-prosciutto-bundles-1009,True,exact_title,12,0,found_on_page_1_exact_title
Cantaloupe Basil Salsa ,https://www.epicurious.com/recipes/food/views/cantaloupe-basil-salsa-108357,True,exact_title,12,0,found_on_page_1_exact_title
Rice and Lentil Salad with Orange and Dried Cherries ,https://www.epicurious.com/recipes/food/views/rice-and-lentil-salad-with-orange-and-dried-cherries-103197,True,exact_title,12,0,found_on_page_1_exact_title
Endive with Smoked Trout and Herbed Cream Cheese ,https://www.epicurious.com/recipes/food/views/endive-with-smoked-trout-and-herbed-cream-cheese-108795,True,exact_title,12,0,found_on_page_1_exact_title
Spiced Cranberry-Pear Tart ,https://www.epicurious.com/recipes/food/views/spiced-cranberry-pear-tart-236595,True,exact_title,12,0,found_on_page_1_exact_title
Tangerine-Date Tartlets with Buttermilk Whipped Cream and Tangerine Granita ,https://www.epicurious.com/recipes/food/views/tangerine-date-tartlets-with-buttermilk-whipped-cream-and-tangerine-granita-236544,True,exact_title,12,0,found_on_page_1_exact_title
Spanakopita ,https://www.epicurious.com/recipes/food/views/spanakopita-107344,True,exact_title,12,0,found_on_page_1_exact_title
Heirloom Tomato Salad ,https://www.epicurious.com/recipes/food/views/heirloom-tomato-salad-106909,True,exact_title,12,0,found_on_page_1_exact_title
"Slow-Cooked Salmon, Chickpeas, and Greens ",https://www.epicurious.com/recipes/food/views/slow-cooked-salmon-chickpeas-and-greens-51224050,True,exact_title,12,0,found_on_page_1_exact_title
Herb Salt ,https://www.epicurious.com/recipes/food/views/herb-salt-56389917,True,exact_title,12,0,found_on_page_1_exact_title
Watermelon-Lime Sorbet ,https://www.epicurious.com/recipes/food/views/watermelon-lime-sorbet-5383,True,exact_title,12,0,found_on_page_1_exact_title
Shrimp Creole ,https://www.epicurious.com/recipes/food/views/shrimp-creole-14653,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Pork Kebabs with Ginger Molasses Barbecue Sauce ,https://www.epicurious.com/recipes/food/views/grilled-pork-kebabs-with-ginger-molasses-barbecue-sauce-108389,True,exact_title,12,0,found_on_page_1_exact_title
"Pepper-Crusted Beef, Bacon, and Arugula Sandwiches with Spicy Mustard ",https://www.epicurious.com/recipes/food/views/pepper-crusted-beef-bacon-and-arugula-sandwiches-with-spicy-mustard-233708,True,exact_title,12,0,found_on_page_1_exact_title
Chilled Coconut Corn Soup ,https://www.epicurious.com/recipes/food/views/chilled-coconut-corn-soup-56390010,True,exact_title,12,0,found_on_page_1_exact_title
Passion-Fruit Nieve ,https://www.epicurious.com/recipes/food/views/passion-fruit-nieve-232019,True,exact_title,12,0,found_on_page_1_exact_title
"Figs with Balsamic Vinegar, Mascarpone, and Walnuts ",https://www.epicurious.com/recipes/food/views/figs-with-balsamic-vinegar-mascarpone-and-walnuts-236949,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Hoisin-Soy Steaks with Shiitake and Bok Choy ,https://www.epicurious.com/recipes/food/views/grilled-hoisin-soy-steaks-with-shiitake-and-bok-choy-232556,True,exact_title,12,0,found_on_page_1_exact_title
"Modern Chop Suey with Shallots, Ginger, and Garlic Essence ",https://www.epicurious.com/recipes/food/views/modern-chop-suey-with-shallots-ginger-and-garlic-essence-231414,True,exact_title,12,0,found_on_page_1_exact_title
Nectarine-Red Wine Sauce ,https://www.epicurious.com/recipes/food/views/nectarine-red-wine-sauce-239043,True,exact_title,12,0,found_on_page_1_exact_title
"Farfalle with Four Cheeses, Carrots, Peas and Prosciutto ",https://www.epicurious.com/recipes/food/views/farfalle-with-four-cheeses-carrots-peas-and-prosciutto-5699,True,exact_title,12,0,found_on_page_1_exact_title
Pineapple Pork Chops ,https://www.epicurious.com/recipes/food/views/pineapple-pork-chops-51143200,True,exact_title,12,0,found_on_page_1_exact_title
"Rigatoni with Brie, Grape Tomatoes, Olives, and Basil ",https://www.epicurious.com/recipes/food/views/rigatoni-with-brie-grape-tomatoes-olives-and-basil-238283,True,exact_title,12,0,found_on_page_1_exact_title
Shrimp with Zucchini Fritters and Grape-Leaf Spread ,https://www.epicurious.com/recipes/food/views/shrimp-with-zucchini-fritters-and-grape-leaf-spread-235145,True,exact_title,12,0,found_on_page_1_exact_title
Honey Mustard Dressing ,https://www.epicurious.com/recipes/food/views/honey-mustard-dressing-11578,True,exact_title,12,0,found_on_page_1_exact_title
Veal Cutlets with Sauteed Baby Artichokes ,https://www.epicurious.com/recipes/food/views/veal-cutlets-with-sauteed-baby-artichokes-107928,True,exact_title,12,0,found_on_page_1_exact_title
Whipped Chipotle Sweet Potatoes ,https://www.epicurious.com/recipes/food/views/whipped-chipotle-sweet-potatoes-108756,True,exact_title,12,0,found_on_page_1_exact_title
Lemon Curd Mousse with Toasted Coconut and Blueberries ,https://www.epicurious.com/recipes/food/views/lemon-curd-mousse-with-toasted-coconut-and-blueberries-4308,True,exact_title,12,0,found_on_page_1_exact_title
Mashed Potatoes with Leeks and Garlic ,https://www.epicurious.com/recipes/food/views/mashed-potatoes-with-leeks-and-garlic-10266,True,exact_title,12,0,found_on_page_1_exact_title
Spicy Tortilla Strips ,https://www.epicurious.com/recipes/food/views/spicy-tortilla-strips-230492,True,exact_title,12,0,found_on_page_1_exact_title
Crackling Corn Bread Dressing ,https://www.epicurious.com/recipes/food/views/crackling-corn-bread-dressing-104291,True,exact_title,12,0,found_on_page_1_exact_title
Flank Steak with Chimichurri ,https://www.epicurious.com/recipes/food/views/flank-steak-with-chimichurri-104556,True,exact_title,12,0,found_on_page_1_exact_title
Leek and Celery Pie ,https://www.epicurious.com/recipes/food/views/leek-and-celery-pie-234978,True,exact_title,12,0,found_on_page_1_exact_title
"Artichoke, Potato, and Portobello Mushroom Casserole ",https://www.epicurious.com/recipes/food/views/artichoke-potato-and-portobello-mushroom-casserole-234430,True,exact_title,12,0,found_on_page_1_exact_title
Black Grape Compote ,https://www.epicurious.com/recipes/food/views/black-grape-compote-56389973,True,exact_title,12,0,found_on_page_1_exact_title
Linguine with Tomatoes and Artichoke Hearts ,https://www.epicurious.com/recipes/food/views/linguine-with-tomatoes-and-artichoke-hearts-1168,True,exact_title,12,0,found_on_page_1_exact_title
Pasta Primavera ,https://www.epicurious.com/recipes/food/views/pasta-primavera,True,exact_title,12,0,found_on_page_1_exact_title
Cole Slaw ,https://www.epicurious.com/recipes/food/views/asian-cole-slaw-with-seared-scallops-17,True,all_words_in_slug,12,0,found_on_page_1_all_words_in_slug
Beef Empañadas ,https://www.epicurious.com/recipes/food/views/beef-empanadas-239955,True,exact_title,12,0,found_on_page_1_exact_title
Fiesta Tortilla Salad ,https://www.epicurious.com/recipes/food/views/fiesta-tortilla-salad-5720,True,exact_title,12,0,found_on_page_1_exact_title
Creamy Baked Polenta with Herbs and Green Onions ,https://www.epicurious.com/recipes/food/views/creamy-baked-polenta-with-herbs-and-green-onions-104946,True,exact_title,12,0,found_on_page_1_exact_title
